"plot","subplot","diversity","biomass"
4,6,3.85820639436133,112.350567526621
5,1,3.29750256915577,86.0356021948094
5,1,4.59701630147174,87.6774926537683
5,1,2.24282208899967,88.7328655193783
5,1,6.792513694847,82.5363988668773
5,1,6.50378981162794,81.9690158207209
5,2,9.1277331309393,125.118254554891
5,2,4.18770068022422,104.846320492739
5,2,7.74844314530492,122.764785194587
5,2,8.54696568660438,120.599176332843
5,2,5.69964613555931,109.353588103142
5,3,2.24270375957713,93.7544919422018
5,3,9.3795652827248,80.6281580455717
5,3,7.9956562796142,81.3593475661491
5,3,1.40125722810626,92.5920530536271
5,3,8.33325558924116,77.3672406843782
5,4,5.8166793345008,88.6959813739462
5,4,7.20242766034789,85.1004087987184
5,4,9.59722641855478,87.6328205913608
5,4,6.96222679060884,89.5976095287792
5,4,5.02790058800019,88.0159251597322
5,5,8.4229072520975,120.690845261872
5,5,6.05784625629894,112.402263967906
5,5,6.65125513612293,117.871882021483
5,5,1.30948605434969,99.7898754271326
5,5,8.2815707793925,114.157091290723
5,6,6.9738653418608,119.891059211506
5,6,6.14478106354363,116.638478890312
5,6,1.97472485830076,104.180670707161
5,6,4.0916707913857,106.89275711189
5,6,4.14437155704945,107.232557581841
6,1,4.2428768419195,107.312191295284
6,1,1.51667763153091,99.9378289722835
6,1,6.07407655869611,113.30107765432
6,1,1.87617351068184,100.731032079779
6,1,2.15922229015268,101.98677633212
6,2,8.80322764068842,176.827054527929
6,2,1.74087050789967,116.90009245298
6,2,5.18103461456485,146.310349305781
6,2,1.20864421338774,113.598821498609
6,2,2.64651966840029,123.424479314351
6,3,5.6695547637064,145.517210259403
6,3,5.24762206268497,139.06013019836
6,3,7.56926072435454,156.629139370326
6,3,2.39318734453991,117.26301766081
6,3,5.19307007826865,140.328189185042
6,4,5.37281714403071,124.067798667945
6,4,2.51601865584962,108.447721955993
6,4,3.7703256055247,114.258185286141
6,4,8.89446133538149,142.082620790902
6,4,6.49446691409685,130.064992174372
6,5,9.96223535831086,157.008260978833
6,5,5.11856553284451,125.368218496304
6,5,1.97598844696768,101.954934393381
6,5,2.60330321686342,105.051888320721
6,5,8.38006101665087,144.575761582668
6,6,3.69251786102541,100.98286839639
6,6,7.10451057972386,119.291901586842
6,6,4.61535205831751,107.711560346191
6,6,8.5081769649405,122.549850337744
6,6,4.69080675952137,109.706850271243
7,1,9.89291856344789,174.761725145594
7,1,1.0918684352655,118.123384369653
7,1,4.04067911254242,135.419216967158
7,1,5.81721892370842,147.337937889932
7,1,7.74079127237201,159.630525823118
7,2,6.57296991022304,115.859066046522
7,2,6.06818498391658,109.384473987242
7,2,3.61554223205894,103.472095336444
7,2,3.26746347104199,98.0166994177472
7,2,4.48741426109336,104.674390821246
7,3,6.9058282666374,143.931961744282
7,3,1.69047780614346,106.027384020992
7,3,6.31298357900232,139.476331314446
7,3,3.94331403472461,122.108869481081
7,3,2.05779889179394,109.014294612477
7,4,5.4638883031439,116.53405806131
7,4,8.19996786839329,133.078705403297
7,4,3.78340449254028,112.536327864376
7,4,9.08136705565266,136.57929726244
7,4,4.12267184490338,116.341535038073
7,5,5.509960626252,106.195425845805
7,5,3.2512579979375,100.435294604747
7,5,1.35813320591114,98.6840029084909
7,5,4.73622730583884,105.635427932305
7,5,7.30485260183923,112.629871966461
7,6,2.98463360592723,103.820244547337
7,6,1.50961357518099,95.8095351570602
7,6,1.89994285930879,103.80095302066
7,6,9.14784747734666,133.648827578609
7,6,2.79211723664775,105.366641945794
8,1,8.82344320695847,135.137771163536
8,1,4.07030705315992,117.81154234209
8,1,7.69246856751852,127.830969484961
8,1,7.98088046372868,134.710143869683
8,1,4.83549833414145,121.816472292459
8,2,4.72111626202241,110.709211514604
8,2,8.50298976548947,105.429679530533
8,2,5.7448380717542,108.090225987219
8,2,4.16735835024156,107.708285856227
8,2,6.92801180318929,105.770508840378
8,3,3.25418156594969,108.663565952847
8,3,9.15345798176713,123.588217299646
8,3,8.49028585338965,116.669863899565
8,3,4.58441419806331,110.128222379529
8,3,1.08074057451449,105.752801348886
8,4,8.00038952566683,85.8896500611882
8,4,2.59233094309457,97.3233625177582
8,4,3.0428644369822,96.5380886222312
8,4,9.39675582642667,86.1159186689513
8,4,7.29510804847814,89.924610738678
8,5,8.71615995722823,113.193408799209
8,5,6.20608467096463,111.398187660872
8,5,9.77843287424184,116.146647778697
8,5,1.37931053899229,107.627157308646
8,5,4.31260800454766,111.427344996376
8,6,5.52328814985231,97.4577529380628
8,6,4.83836408588104,96.9220952386203
8,6,9.97615711693652,85.7302870312549
8,6,6.80126934079453,96.4298403869893
8,6,6.57948658638634,97.2144215581262
9,1,3.17110552079976,85.1953223276269
9,1,6.19073320063762,81.036337851231
9,1,2.97511636349373,84.5369916340529
9,1,4.98723448556848,84.9699167909987
9,1,4.35800035623834,83.3334876015561
9,2,9.93259414914064,163.41374919016
9,2,7.95411380310543,150.622794271887
9,2,1.8340020372998,102.153077510591
9,2,1.4649369311519,100.842840048641
9,2,5.59972318797372,129.416973783216
9,3,7.55570425954647,134.203575548367
9,3,5.02175251860172,119.517687023204
9,3,2.83928184956312,105.833490003357
9,3,5.82353007351048,122.074139809382
9,3,9.70264577609487,143.655697579909
9,4,6.45001393486746,96.3223450318013
9,4,5.02128371037543,94.2277126611768
9,4,8.36929257609881,102.701915766585
9,4,9.53508643340319,103.814546045451
9,4,4.97684012306854,96.3753857269504
9,5,8.17401597904973,93.6956443586012
9,5,4.22889543138444,89.0272157404377
9,5,3.63324197847396,89.6124411076232
9,5,3.03995904303156,88.2885180973571
9,5,2.87033486668952,86.3279717697149
9,6,4.84299678052776,72.3753896656129
9,6,2.27672982937656,80.8554865479843
9,6,1.42773514683358,80.2254737703021
9,6,8.05662536947057,69.2240512342376
9,6,2.94198023178615,80.1846540454305
10,1,6.09132613823749,133.895815721062
10,1,7.58798395772465,140.542937163069
10,1,1.42245562700555,105.164811171704
10,1,9.21455808496103,148.233658483738
10,1,5.04031271138228,126.775279318189
10,2,5.06736851832829,120.388953731697
10,2,3.89192823250778,116.933267275247
10,2,3.68528243666515,112.874567520357
10,2,3.24097864981741,116.016333567584
10,2,3.69498765585013,111.58228787734
10,3,3.32598807313479,98.2836017922814
10,3,8.20013885502703,103.894739561192
10,3,3.16101516364142,97.6271365025697
10,3,8.50801573693752,107.712202147617
10,3,2.7725116382353,97.1053784132105
10,4,4.89795185695402,113.275073587431
10,4,7.97842935635708,115.698382666496
10,4,9.15625486988574,115.550651634821
10,4,8.604539047461,117.858627250754
10,4,1.70906324521638,108.577562857378
10,5,9.22922923183069,135.293739664926
10,5,4.87140557751991,115.708549834409
10,5,8.0179858058691,126.192258111129
10,5,8.83363300492056,129.658945510217
10,5,4.43535876786336,117.946268590595
10,6,2.39610577654094,109.179318811555
10,6,1.88344078627415,109.932052044224
10,6,1.68630901840515,107.613037238594
10,6,6.61809346266091,115.276660467746
10,6,8.47369531565346,120.016075003353
